  -6.6998800e+01   4.4734186e+03
  -6.6499800e+01   4.5505994e+03
  -6.6010100e+01   4.4318852e+03
  -6.5495100e+01   4.0033681e+03
  -6.4990100e+01   3.9836801e+03
  -6.4500300e+01   5.0929579e+03
  -6.3999900e+01   3.2686513e+03
  -6.3499800e+01   3.4182696e+03
  -6.3000000e+01   3.7363987e+03
  -6.2499700e+01   3.3564682e+03
  -6.0999900e+01   2.7314125e+03
  -6.0499400e+01   3.0475016e+03
  -6.0000000e+01   2.7567595e+03
  -5.9499800e+01   2.2928761e+03
  -5.9000000e+01   2.8843919e+03
  -5.8499700e+01   2.8873423e+03
  -5.7999600e+01   2.9220095e+03
  -5.7498800e+01   3.0477750e+03
  -5.7000300e+01   3.3293489e+03
  -5.6500000e+01   3.1150898e+03
  -5.5999900e+01   3.4643950e+03
  -5.5500200e+01   3.7464336e+03
  -5.4999700e+01   3.9044421e+03
  -5.4500300e+01   3.5634289e+03
  -5.4002600e+01   3.5745566e+03
  -5.3498700e+01   4.4964200e+03
  -5.3000500e+01   4.6693098e+03
  -5.2499700e+01   4.7649685e+03
  -5.1999900e+01   4.8637516e+03
  -5.1500300e+01   4.4585421e+03
  -5.1000300e+01   5.0510914e+03
  -5.0500000e+01   4.5281530e+03
  -5.0001300e+01   4.3375154e+03
  -4.9500300e+01   3.0804016e+03
  -4.9000300e+01   5.1471902e+03
  -4.8333800e+01   5.3162388e+03
  -4.7667100e+01   4.8133623e+03
  -4.7000100e+01   5.2092088e+03
  -4.6333300e+01   5.3555359e+03
  -4.5666400e+01   5.2684461e+03
  -4.5000200e+01   5.4623200e+03
  -4.4333200e+01   4.9592754e+03
  -4.3666300e+01   5.2963729e+03
  -4.2995500e+01   5.2702309e+03
  -4.2333200e+01   5.3618004e+03
  -4.1666500e+01   5.4368643e+03
  -4.1003100e+01   5.2661602e+03
  -4.0332900e+01   5.2771881e+03
  -3.9667100e+01   5.3708048e+03
  -3.9000200e+01   5.6049572e+03
  -3.8333500e+01   5.5684507e+03
  -3.7666800e+01   5.7541590e+03
  -3.7000100e+01   6.0569432e+03
  -3.6329000e+01   5.5157992e+03
  -3.5666800e+01   5.4235765e+03
  -3.5000000e+01   5.3571997e+03
  -3.4333300e+01   5.8393012e+03
  -3.3666900e+01   5.7107841e+03
  -3.3000300e+01   5.4780616e+03
  -3.2333800e+01   5.3466849e+03
  -3.1666900e+01   5.1298320e+03
  -3.1000300e+01   4.3187799e+03
  -3.0332800e+01   4.9139672e+03
  -2.9666100e+01   4.3121506e+03
  -2.8999600e+01   4.6839613e+03
  -2.8333000e+01   5.2212115e+03
  -2.7666500e+01   4.4665740e+03
  -2.6999800e+01   4.8118232e+03
  -2.6333200e+01   4.8198150e+03
  -2.5666600e+01   4.6046387e+03
  -2.4999800e+01   4.6794663e+03
  -2.4333000e+01   5.2134817e+03
  -2.3665800e+01   4.8003813e+03
  -2.2999900e+01   4.9411284e+03
  -2.2333000e+01   5.3611970e+03
  -2.1666200e+01   4.7730054e+03
  -2.1000100e+01   4.3566874e+03
  -2.0333200e+01   3.9923947e+03
  -1.9666500e+01   4.0445074e+03
  -1.9000200e+01   4.3551401e+03
  -1.8333300e+01   4.2544148e+03
  -1.7666800e+01   5.7413802e+03
  -1.7000200e+01   3.8154703e+03
  -1.6333300e+01   4.3196255e+03
  -1.5666600e+01   4.3297444e+03
  -1.5000300e+01   4.4599558e+03
  -1.4499200e+01   4.4454811e+03
  -1.4000200e+01   4.1396752e+03
  -1.3500700e+01   4.7205582e+03
  -1.2999500e+01   4.7523213e+03
  -1.2500700e+01   4.8982247e+03
  -1.2001800e+01   4.9773351e+03
  -1.1499500e+01   5.1069052e+03
  -1.1000000e+01   5.1613754e+03
  -1.0498300e+01   5.0346855e+03
  -1.0000200e+01   4.7774981e+03
  -9.5000000e+00   5.0149758e+03
  -9.0000000e+00   4.2927250e+03
  -8.4990000e+00   4.1450163e+03
  -8.0005000e+00   5.1712011e+03
  -7.4995000e+00   5.4018598e+03
  -7.0018000e+00   5.2204977e+03
  -6.4997000e+00   5.1257269e+03
  -5.9992000e+00   5.1884697e+03
  -5.7000000e+00   5.0844789e+03
  -5.4000000e+00   5.3058095e+03
  -5.1000000e+00   5.2048592e+03
  -4.7998000e+00   5.0391261e+03
  -4.4995000e+00   4.7450293e+03
  -4.1997000e+00   4.0913629e+03
  -3.8997000e+00   4.7193027e+03
  -3.5992000e+00   4.8426131e+03
  -3.2992000e+00   4.8230657e+03
  -3.0402000e+00   4.6514550e+03
  -2.8800000e+00   4.8394926e+03
  -2.7102000e+00   4.8991155e+03
  -2.5502000e+00   4.9114480e+03
  -2.3803000e+00   4.9690327e+03
  -2.2198000e+00   4.9659412e+03
  -2.0502000e+00   4.8877802e+03
  -1.8900000e+00   4.9052550e+03
  -1.7300000e+00   4.9751825e+03
  -1.5588000e+00   4.9515221e+03
  -1.3998000e+00   4.9412339e+03
  -1.2297000e+00   4.9978001e+03
  -1.0700000e+00   4.8425203e+03
  -9.0017000e-01   4.7376871e+03
  -7.4000000e-01   4.6195503e+03
  -5.7967000e-01   4.4450247e+03
  -4.1033000e-01   4.4829969e+03
  -2.4983000e-01   4.1394100e+03
  -8.0000000e-02   4.4101333e+03
  -3.0000000e-03   4.4203941e+03
   8.0167000e-02   4.0840736e+03
   2.5133000e-01   4.4378392e+03
   4.0983000e-01   4.4316829e+03
   5.8300000e-01   3.3250755e+03
   7.4133000e-01   4.2839649e+03
   9.0033000e-01   4.3773071e+03
   1.0707000e+00   3.4456135e+03
   1.2300000e+00   4.3393559e+03
   1.4010000e+00   4.0441298e+03
   1.5617000e+00   4.2245059e+03
   1.7298000e+00   4.2757779e+03
   1.8912000e+00   4.2306653e+03
   2.0505000e+00   4.4327381e+03
   2.2200000e+00   4.7294987e+03
   2.3805000e+00   4.8158297e+03
   2.5503000e+00   4.7963074e+03
   2.7102000e+00   4.6216553e+03
   2.9957000e+00   5.2026564e+03
   3.1203000e+00   5.1933968e+03
   3.3298000e+00   4.9690765e+03
   3.6695000e+00   5.0236155e+03
   4.0000000e+00   5.1893315e+03
   4.3297000e+00   5.3345629e+03
   4.6703000e+00   5.1842327e+03
   5.0007000e+00   5.1729351e+03
   5.3297000e+00   5.1214954e+03
   5.6697000e+00   5.3552831e+03
   6.0005000e+00   5.2368638e+03
   6.4988000e+00   5.1885219e+03
   6.9992000e+00   5.2771385e+03
   7.5005000e+00   5.4152571e+03
   8.0005000e+00   5.2010592e+03
   8.4993000e+00   5.2732157e+03
   9.0003000e+00   5.2887401e+03
   9.4997000e+00   5.2949988e+03
   9.9992000e+00   5.3095032e+03
   1.0501300e+01   5.2570557e+03
   1.0999800e+01   5.4838519e+03
   1.1500300e+01   5.3551103e+03
   1.1999700e+01   5.3923090e+03
   1.2500000e+01   5.5357151e+03
   1.2999800e+01   5.7463000e+03
   1.3500200e+01   5.8424345e+03
   1.4000000e+01   5.8095179e+03
   1.4500200e+01   5.7053846e+03
   1.5000500e+01   5.7777738e+03
   1.5500200e+01   5.7665539e+03
   1.6000500e+01   5.6149776e+03
   1.6499800e+01   5.5387781e+03
   1.6999500e+01   5.4595096e+03
   1.7499800e+01   5.2359962e+03
   1.8000200e+01   5.2299568e+03
   1.8499700e+01   5.2136186e+03
   1.9000000e+01   5.2601293e+03
   1.9500300e+01   5.3757164e+03
   2.0000800e+01   5.2583772e+03
   2.0500300e+01   5.1771433e+03
   2.1001000e+01   5.2556073e+03
   2.1500200e+01   5.5991837e+03
   2.1999500e+01   5.2930437e+03
   2.2500300e+01   5.4406596e+03
   2.2998800e+01   5.5501960e+03
   2.3500000e+01   5.4193648e+03
   2.4000700e+01   5.7364020e+03
   2.4499000e+01   5.4651275e+03
   2.5000000e+01   5.5138152e+03
   2.5500000e+01   5.6007105e+03
   2.6000000e+01   5.4801627e+03
   2.6500000e+01   5.5257711e+03
   2.6999800e+01   5.4702522e+03
   2.7500000e+01   5.7223721e+03
   2.8000000e+01   5.6368676e+03
   2.8499800e+01   5.5730691e+03
   2.8999700e+01   5.7633340e+03
   2.9500300e+01   5.5745427e+03
   3.0000200e+01   5.5076615e+03
   3.0500000e+01   5.4944657e+03
   3.1000300e+01   5.4637250e+03
   3.1499700e+01   5.4587900e+03
   3.2001000e+01   5.3661386e+03
   3.2499800e+01   5.4427324e+03
   3.3000300e+01   5.5389792e+03
   3.3500000e+01   5.6621364e+03
   3.3999200e+01   5.5972939e+03
   3.4500300e+01   5.7235990e+03
   3.5000200e+01   5.8261984e+03
   3.5500200e+01   5.7809589e+03
   3.6000000e+01   5.6871440e+03
   3.6500000e+01   5.9686979e+03
   3.7000200e+01   5.7041906e+03
   3.7500000e+01   5.6724029e+03
   3.8000300e+01   5.0769836e+03
   3.8496200e+01   5.4311496e+03
   3.8999800e+01   5.9700470e+03
   3.9499800e+01   5.3449116e+03
   4.0000000e+01   5.3565138e+03
   4.0499800e+01   5.1895505e+03
   4.0999800e+01   5.1526466e+03
   4.1499800e+01   5.3438316e+03
   4.2000000e+01   5.2016222e+03
   4.2500200e+01   5.2410845e+03
   4.3000200e+01   5.1897211e+03
   4.3500200e+01   4.6847874e+03
   4.4000700e+01   5.7585556e+03
   4.4500200e+01   5.1842538e+03
   4.4999500e+01   5.4767878e+03
   4.5500000e+01   5.4057415e+03
   4.6000200e+01   5.4555955e+03
   4.6500000e+01   4.9674971e+03
   4.7000200e+01   5.2350227e+03
   4.7500000e+01   5.1516357e+03
   4.7999700e+01   4.9929481e+03
   4.8499800e+01   5.1614054e+03
   4.8999800e+01   5.1275749e+03
   4.9500300e+01   5.0029274e+03
   4.9999800e+01   5.0640460e+03
   5.0500200e+01   5.0436356e+03
   5.1000300e+01   5.0985765e+03
   5.1500000e+01   4.8552800e+03
   5.2000000e+01   5.2240037e+03
   5.2500000e+01   4.5835728e+03
   5.2999800e+01   4.5508113e+03
   5.3500300e+01   4.8159280e+03
   5.3999500e+01   4.7150844e+03
   5.4329700e+01   4.3093607e+03
   5.4660700e+01   4.3702192e+03
   5.5069300e+01   4.2139387e+03
   5.5450200e+01   5.2824496e+03
   5.5597800e+01   5.5007103e+03
   5.5777200e+01   4.3953573e+03
   5.5869700e+01   3.9962058e+03
   5.5949800e+01   2.7261829e+03
   5.6029800e+01   1.9721187e+03
   5.6139800e+01   1.5264250e+03
   5.6240000e+01   8.6973460e+02
   5.6290000e+01   3.2926377e+02
